/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
M1-mode 203 2.0531909465789795 9.930508613586426
M1-mode 204 2.1499533653259277 9.943894147872925
M1-mode 205 2.3314099311828613 10.089184045791626
M1-mode 206 2.2459018230438232 9.959590673446655
M1-mode 207 2.2673797607421875 10.110716819763184
M1-mode 208 2.238858699798584 10.028988361358643
M1-mode 209 2.0762133598327637 10.07902216911316
M1-mode 210 2.396475076675415 10.211039543151855
M1-mode 211 2.188493013381958 9.977647066116333
M1-mode 212 2.36303448677063 10.0581955909729
M1-mode 213 2.1736533641815186 10.018842458724976
M1-mode 214 2.114797353744507 10.000133037567139
M1-mode 215 2.1574859619140625 9.911362648010254
M1-mode 216 2.3823516368865967 10.009208917617798
M1-mode 217 2.3027944564819336 10.17185640335083
M1-mode 218 2.3140294551849365 9.909074783325195
M1-mode 219 2.263173818588257 10.065385580062866
M1-mode 220 2.370898962020874 10.020878314971924
M1-mode 221 2.1499247550964355 10.120665311813354
M1-mode 222 2.310166597366333 10.14339542388916
M1-mode 223 2.4087443351745605 9.942877292633057
M1-mode 224 2.6003382205963135 10.097994089126587
M1-mode 225 2.436123847961426 9.941025733947754
M1-mode 226 2.1528170108795166 10.061587572097778
M1-mode 227 2.2225301265716553 9.979990720748901
M1-mode 228 2.078108549118042 9.983023643493652
M1-mode 229 2.3464460372924805 10.185776233673096
M1-mode 230 2.017608880996704 9.933074235916138
M1-mode 231 2.138897657394409 10.135712385177612
M1-mode 232 2.3420205116271973 9.932167530059814
M1-mode 233 2.570222854614258 10.063024520874023
M1-mode 234 2.2568962574005127 10.070793867111206
M1-mode 235 2.217822790145874 9.793340682983398
M1-mode 236 2.051612138748169 10.158065557479858
M1-mode 237 2.1061506271362305 9.88768720626831
M1-mode 238 2.626126766204834 10.178732872009277
M1-mode 239 2.0863382816314697 9.919731855392456
M1-mode 240 2.3367340564727783 10.090059757232666
M1-mode 241 2.4966952800750732 8.906327486038208
M1-mode 242 2.0388882160186768 4.647691965103149
M1-mode 243 2.074347972869873 4.504950284957886
M1-mode 244 2.2212274074554443 4.53371262550354
M1-mode 245 2.380064010620117 4.705595016479492
M1-mode 246 2.216705322265625 4.605159521102905
M1-mode 247 2.253445863723755 4.770559310913086
M1-mode 248 2.4849600791931152 4.517107725143433
M1-mode 249 2.1923537254333496 4.573892831802368
M1-mode 250 2.1869544982910156 4.580892086029053
M1-mode 251 2.4761688709259033 4.578267812728882
M1-mode 252 2.131431818008423 4.683875799179077
M1-mode 253 2.0209341049194336 4.58093523979187
M1-mode 254 2.281916618347168 4.640499114990234
M1-mode 255 2.1916189193725586 4.529184341430664
M1-mode 256 2.338858127593994 4.607815742492676
M1-mode 257 1.997685194015503 4.561145544052124
M1-mode 258 2.399986743927002 4.56147837638855
M1-mode 259 2.5352895259857178 4.7045838832855225
M1-mode 260 2.181976795196533 4.542410612106323
M1-mode 261 2.2113449573516846 4.602680444717407
M1-mode 262 2.117871046066284 4.571080207824707
M1-mode 263 2.061457872390747 4.518465042114258
M1-mode 264 2.1032207012176514 4.586019039154053
M1-mode 265 2.513603925704956 4.489742040634155
M1-mode 266 2.0963425636291504 4.601206302642822
M1-mode 267 2.4753947257995605 4.564969301223755
M1-mode 268 2.266118049621582 4.630509376525879
M1-mode 269 2.0506513118743896 4.572829008102417
M1-mode 270 2.31850266456604 4.67071270942688
M1-mode 271 2.085432767868042 4.586734056472778
M1-mode 272 2.2147793769836426 4.546271324157715
M1-mode 273 2.5223751068115234 4.624403715133667
M1-mode 274 2.1478099822998047 4.560576677322388
M1-mode 275 2.277714967727661 4.6327738761901855
M1-mode 276 2.346173048019409 4.531976938247681
M1-mode 277 2.4413280487060547 4.536449193954468
M1-mode 278 2.7084271907806396 4.5850207805633545
M1-mode 279 2.3251662254333496 4.560415983200073
M1-mode 280 2.2385599613189697 4.640641212463379
M1-mode 281 2.2851200103759766 4.497053623199463
M1-mode 282 2.107954263687134 4.636984586715698
M1-mode 283 2.1875452995300293 4.571983098983765
Traceback (most recent call last):
  File "/home/zhengshiyi/.local/share/uv/python/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/home/zhengshiyi/.local/share/uv/python/cpython-3.10.19-linux-x86_64-gnu/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/home/zhengshiyi/react2025_new/mode_supervision/train.py", line 128, in <module>
    p=argparse.ArgumentParser();p.add_argument('--arm',choices=['M0-control','M1-mode'],required=True);p.add_argument('--stop',type=int,default=6000);p.add_argument('--diagnostic',action='store_true');p.add_argument('--warmup-stop',type=int,default=2000);p.add_argument('--diagnostic-label',default='smoke');a=p.parse_args();run(a.arm,a.stop,a.diagnostic,a.warmup_stop,a.diagnostic_label)
  File "/home/zhengshiyi/react2025_new/mode_supervision/train.py", line 115, in run
    e.opt.zero_grad(set_to_none=True);fm,task,mode,parts=e.decoder_losses(x,rec);lm=(e.lambda_mode or 0)*min((j+1)/200,1);loss=fm+e.parent['calibration']['lambda_ref']*task+lm*mode;loss.backward()
  File "/home/zhengshiyi/react2025_new/mode_supervision/train.py", line 61, in decoder_losses
    task,parts=task_parts(pred,b)
  File "/home/zhengshiyi/react2025_new/reaction_flow/task_dynamics_train.py", line 21, in task_parts
    c,d=pair_costs(pred,batch['_targets'],batch['source_lengths'],batch['_target_lengths'],32)
  File "/home/zhengshiyi/react2025_new/mam_target/losses.py", line 36, in pair_costs
    if n<2:raise ValueError('task CCC needs at least two valid frames')
ValueError: task CCC needs at least two valid frames
/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
M1-mode 201 2.066279411315918 11.086540460586548
M1-mode 202 2.228882074356079 10.160860538482666
M1-mode 203 2.0531909465789795 9.61140775680542
M1-mode 204 2.1499533653259277 9.82204556465149
M1-mode 205 2.3314099311828613 10.214442014694214
M1-mode 206 2.2459018230438232 10.1847403049469
M1-mode 207 2.2673797607421875 10.102783203125
M1-mode 208 2.238858699798584 11.110846042633057
M1-mode 209 2.0762133598327637 10.055272817611694
M1-mode 210 2.396475076675415 10.108071088790894
M1-mode 211 2.188493013381958 10.159980058670044
M1-mode 212 2.36303448677063 10.200584173202515
M1-mode 213 2.1736533641815186 9.965365409851074
M1-mode 214 2.114797353744507 10.167667150497437
M1-mode 215 2.1574859619140625 9.91586971282959
M1-mode 216 2.3823516368865967 10.213929414749146
M1-mode 217 2.3027944564819336 9.820367336273193
M1-mode 218 2.3140294551849365 10.11239218711853
M1-mode 219 2.263173818588257 10.07526421546936
M1-mode 220 2.370898962020874 9.941474676132202
M1-mode 221 2.1499247550964355 10.05668830871582
M1-mode 222 2.310166597366333 9.871320247650146
M1-mode 223 2.4087443351745605 10.127876043319702
M1-mode 224 2.6003382205963135 9.933308601379395
M1-mode 225 2.436123847961426 10.172947406768799
M1-mode 226 2.1528170108795166 9.836616277694702
M1-mode 227 2.2225301265716553 10.169179201126099
M1-mode 228 2.078108549118042 10.05172348022461
M1-mode 229 2.3464460372924805 9.79549264907837
M1-mode 230 2.017608880996704 10.12188720703125
M1-mode 231 2.138897657394409 9.623976707458496
M1-mode 232 2.3420205116271973 10.249329328536987
M1-mode 233 2.570222854614258 10.099846839904785
M1-mode 234 2.2568962574005127 9.930951356887817
M1-mode 235 2.217822790145874 10.0251145362854
M1-mode 236 2.051612138748169 9.963263750076294
M1-mode 237 2.1061506271362305 10.032086849212646
M1-mode 238 2.626126766204834 9.867918014526367
M1-mode 239 2.0863382816314697 10.232776403427124
M1-mode 240 2.3367340564727783 10.042828798294067
M1-mode 241 2.4966952800750732 9.88718843460083
M1-mode 242 2.0388882160186768 10.152885437011719
M1-mode 243 2.074347972869873 9.935309648513794
M1-mode 244 2.2212274074554443 10.014262676239014
M1-mode 245 2.380064010620117 10.105452537536621
M1-mode 246 2.216705322265625 9.559400796890259
M1-mode 247 2.253445863723755 10.118451356887817
M1-mode 248 2.4849600791931152 9.927045822143555
M1-mode 249 2.1923537254333496 10.094854831695557
M1-mode 250 2.1869544982910156 9.942959070205688
M1-mode 251 2.4761688709259033 10.031030178070068
M1-mode 252 2.131431818008423 10.160944700241089
M1-mode 253 2.0209341049194336 9.940978527069092
M1-mode 254 2.281916618347168 10.041790008544922
M1-mode 255 2.1916189193725586 10.006341457366943
M1-mode 256 2.338858127593994 10.041985750198364
M1-mode 257 1.997685194015503 9.948775291442871
M1-mode 258 2.399986743927002 10.000996828079224
M1-mode 259 2.5352895259857178 10.154832601547241
M1-mode 260 2.181976795196533 9.894160747528076
M1-mode 261 2.2113449573516846 10.034329175949097
M1-mode 262 2.117871046066284 10.031467914581299
M1-mode 263 2.061457872390747 10.0780668258667
M1-mode 264 2.1032207012176514 10.094669580459595
M1-mode 265 2.513603925704956 10.005684852600098
M1-mode 266 2.0963425636291504 10.071205139160156
M1-mode 267 2.4753947257995605 9.826438903808594
M1-mode 268 2.266118049621582 10.031488418579102
M1-mode 269 2.0506513118743896 9.844897031784058
M1-mode 270 2.31850266456604 10.06253457069397
M1-mode 271 2.085432767868042 10.133220195770264
M1-mode 272 2.2147793769836426 9.836981773376465
M1-mode 273 2.5223751068115234 10.029288530349731
M1-mode 274 2.1478099822998047 9.98991346359253
M1-mode 275 2.277714967727661 10.04042673110962
M1-mode 276 2.346173048019409 10.106497526168823
M1-mode 277 2.4413280487060547 9.847805738449097
M1-mode 278 2.7084271907806396 10.130542993545532
M1-mode 279 2.3251662254333496 9.829807996749878
M1-mode 280 2.2385599613189697 10.079360723495483
M1-mode 281 2.2851200103759766 9.8722562789917
M1-mode 282 2.107954263687134 10.044242143630981
M1-mode 283 2.1875452995300293 10.169360399246216
M1-mode 284 2.650752544403076 9.869361639022827
M1-mode 285 2.248044967651367 10.088972568511963
M1-mode 286 2.24369740486145 9.883876085281372
M1-mode 287 2.231431007385254 10.065442562103271
M1-mode 288 2.126664161682129 9.88680100440979
M1-mode 289 2.1576199531555176 10.011549711227417
M1-mode 290 2.2828867435455322 10.175726890563965
M1-mode 291 2.1558163166046143 9.85244083404541
M1-mode 292 2.0547637939453125 10.090556383132935
M1-mode 293 2.1487796306610107 9.884541988372803
M1-mode 294 2.2544281482696533 9.994177103042603
M1-mode 295 2.9588935375213623 9.852752447128296
M1-mode 296 1.984385371208191 10.011128902435303
