model,source,raw_FRC,P8_prediction_only_FRC
seed123_R2_step6000,26,1.6911413669586182,1.7094348669052124
seed123_R2_step6000,27,0.7220456004142761,0.7320253252983093
seed123_R2_step6000,28,2.151958703994751,2.173248291015625
seed123_R2_step6000,29,1.6567301750183105,1.6610291004180908
seed123_R2_step6000,30,0.778165876865387,0.8001072406768799
seed123_R2_step6000,31,0.8828963041305542,0.9118729829788208
seed123_R2_step6000,32,1.472092628479004,1.4916932582855225
seed123_R2_step6000,33,1.4403272867202759,1.4699152708053589
seed123_R2_step6000,34,1.5463868379592896,1.5709642171859741
seed123_R2_step6000,35,1.5478827953338623,1.5647644996643066
seed123_R2_step6000,36,2.037156105041504,2.072946548461914
seed123_R2_step6000,37,1.3922309875488281,1.4127079248428345
seed123_R2_step6000,38,2.115665912628174,2.144777297973633
seed123_R2_step6000,39,2.5183846950531006,2.5458734035491943
seed123_R2_step6000,40,1.146981954574585,1.1946452856063843
seed123_R2_step6000,41,1.9527440071105957,1.9702404737472534
seed123_R2_step6000,42,0.7578310966491699,0.776033878326416
seed123_R2_step6000,43,2.2678918838500977,2.2886197566986084
seed123_R2_step6000,44,1.2555983066558838,1.2696452140808105
seed123_R2_step6000,45,0.8540623188018799,0.8646908402442932
seed123_R2_step6000,46,0.9110140204429626,0.9192136526107788
seed123_R2_step6000,47,1.42136812210083,1.4357476234436035
seed123_R2_step6000,48,1.3573567867279053,1.3793718814849854
seed123_R2_step6000,49,0.6932881474494934,0.7032970786094666
seed123_R2_step6000,50,1.8823940753936768,1.905062198638916
seed123_R2_step6000,51,1.3232911825180054,1.331406593322754
seed123_R2_step6000,52,1.3944555521011353,1.4033607244491577
seed123_R2_step6000,53,0.8008989095687866,0.8082655668258667
seed123_R2_step6000,54,1.4318493604660034,1.4517250061035156
seed123_R2_step6000,55,2.2615251541137695,2.2857906818389893
seed123_R2_step6000,56,1.436622977256775,1.4523557424545288
seed123_R2_step6000,57,1.1046867370605469,1.1323813199996948
seed123_R2_step6000,58,1.847904920578003,1.8642874956130981
seed123_R2_step6000,59,0.9407322406768799,0.9561218619346619
seed123_R2_step6000,60,1.008552074432373,1.0214900970458984
seed123_R2_step6000,61,1.1885528564453125,1.2017323970794678
seed123_R2_step6000,62,0.3947693705558777,0.39625024795532227
seed123_R2_step6000,63,0.71449214220047,0.7247872948646545
seed123_R2_step6000,64,0.5877606868743896,0.5992717146873474
seed123_R2_step6000,65,0.6103161573410034,0.6191874742507935
seed123_R2_step6000,66,1.023545742034912,1.0409072637557983
seed123_R2_step6000,67,1.3828752040863037,1.4211148023605347
seed123_R2_step6000,68,0.28477540612220764,0.2924635708332062
seed123_R2_step6000,69,0.766521692276001,0.7849752306938171
seed123_R2_step6000,70,1.2295507192611694,1.2603747844696045
seed123_R2_step6000,71,0.2739943563938141,0.2802850306034088
seed123_R2_step6000,72,0.8514682054519653,0.8687482476234436
seed123_R2_step6000,73,0.5356277227401733,0.5423120260238647
seed123_R2_step6000,74,0.5226082801818848,0.5299669504165649
seed123_R2_step6000,75,0.5817852020263672,0.589099645614624
seed123_R2_step6000,76,1.3377188444137573,1.3531839847564697
seed123_R2_step6000,77,0.8725178837776184,0.8844248056411743
seed123_R2_step6000,78,1.2071973085403442,1.2168556451797485
seed123_R2_step6000,79,0.9832322597503662,1.0022610425949097
seed123_A_step12000,0,0.2668483257293701,0.30895859003067017
seed123_A_step12000,1,0.40407782793045044,0.4550713896751404
seed123_A_step12000,2,0.7764644622802734,0.8538346290588379
seed123_A_step12000,3,0.37485116720199585,0.4237629771232605
seed123_A_step12000,4,0.42301827669143677,0.4708159863948822
seed123_A_step12000,5,0.572313129901886,0.6466294527053833
seed123_A_step12000,6,0.4873383641242981,0.5613911151885986
seed123_A_step12000,7,0.428504079580307,0.5145711898803711
seed123_A_step12000,8,0.37357524037361145,0.43462738394737244
seed123_A_step12000,9,0.44613322615623474,0.4959932863712311
seed123_A_step12000,10,0.25864607095718384,0.3010285794734955
seed123_A_step12000,11,0.3192758858203888,0.3702167570590973
seed123_A_step12000,12,0.17398163676261902,0.21302363276481628
seed123_A_step12000,13,0.431858628988266,0.534440279006958
seed123_A_step12000,14,0.14352184534072876,0.17691798508167267
seed123_A_step12000,15,0.18576858937740326,0.22464074194431305
seed123_A_step12000,16,0.3595386743545532,0.405541330575943
seed123_A_step12000,17,0.23707063496112823,0.28754210472106934
seed123_A_step12000,18,0.2957397699356079,0.3448362946510315
seed123_A_step12000,19,0.3468219041824341,0.4094020426273346
seed123_A_step12000,20,0.4112101197242737,0.49217140674591064
seed123_A_step12000,21,0.5790053009986877,0.6560428142547607
seed123_A_step12000,22,0.4569542407989502,0.5355426669120789
seed123_A_step12000,23,0.2738880515098572,0.3037698566913605
seed123_A_step12000,24,0.7248085737228394,0.8274213671684265
